timestamp,room,sensor_name,value
2025-01-01 00:05:00,kitchen,motion,0.0
2025-01-01 00:06:00,living_room,temperature,16.16
2025-01-01 00:06:00,living_room,light,0.081
2025-01-01 00:06:00,living_room,motion,0.0
2025-01-01 00:06:00,bedroom,temperature,16.29
2025-01-01 00:06:00,bedroom,light,0.094
2025-01-01 00:06:00,bedroom,motion,0.0
2025-01-01 00:06:00,kitchen,temperature,16.58
2025-01-01 00:06:00,kitchen,light,0.035
2025-01-01 00:06:00,kitchen,motion,0.0
2025-01-01 00:07:00,living_room,temperature,15.75
2025-01-01 00:07:00,living_room,light,0.105
2025-01-01 00:07:00,living_room,motion,0.0
2025-01-01 00:07:00,bedroom,temperature,15.45
2025-01-01 00:07:00,bedroom,light,0.0
2025-01-01 00:07:00,bedroom,motion,0.0
2025-01-01 00:07:00,kitchen,temperature,17.42
2025-01-01 00:07:00,kitchen,light,0.065
2025-01-01 00:07:00,kitchen,motion,0.0
2025-01-01 00:08:00,living_room,temperature,16.68
2025-01-01 00:08:00,living_room,light,0.018
2025-01-01 00:08:00,living_room,motion,0.0
2025-01-01 00:08:00,bedroom,temperature,16.75
2025-01-01 00:08:00,bedroom,light,0.067
2025-01-01 00:08:00,bedroom,motion,0.0
2025-01-01 00:08:00,kitchen,temperature,15.69
2025-01-01 00:08:00,kitchen,light,0.091
2025-01-01 00:08:00,kitchen,motion,0.0
2025-01-01 00:09:00,living_room,temperature,15.79
2025-01-01 00:09:00,living_room,light,0.102
2025-01-01 00:09:00,living_room,motion,0.0
2025-01-01 00:09:00,bedroom,temperature,15.89
2025-01-01 00:09:00,bedroom,light,0.068
2025-01-01 00:09:00,bedroom,motion,0.0
2025-01-01 00:09:00,kitchen,temperature,16.61
2025-01-01 00:09:00,kitchen,light,0.087
2025-01-01 00:09:00,kitchen,motion,0.0
2025-01-01 00:10:00,living_room,temperature,16.1
2025-01-01 00:10:00,living_room,light,0.025
2025-01-01 00:10:00,living_room,motion,0.0
2025-01-01 00:10:00,bedroom,temperature,16.25
2025-01-01 00:10:00,bedroom,light,0.108
2025-01-01 00:10:00,bedroom,motion,0.0
2025-01-01 00:10:00,kitchen,temperature,16.74
2025-01-01 00:10:00,kitchen,light,0.076
2025-01-01 00:10:00,kitchen,motion,0.0
2025-01-01 00:11:00,living_room,temperature,17.19
2025-01-01 00:11:00,living_room,light,0.059
2025-01-01 00:11:00,living_room,motion,0.0
2025-01-01 00:11:00,bedroom,temperature,15.65
2025-01-01 00:11:00,bedroom,light,0.034
2025-01-01 00:11:00,bedroom,motion,0.0
2025-01-01 00:11:00,kitchen,temperature,17.64
2025-01-01 00:11:00,kitchen,light,0.035
2025-01-01 00:11:00,kitchen,motion,0.0
2025-01-01 00:12:00,living_room,temperature,16.51
2025-01-01 00:12:00,living_room,light,0.038
2025-01-01 00:12:00,living_room,motion,0.0
2025-01-01 00:12:00,bedroom,temperature,15.81
2025-01-01 00:12:00,bedroom,light,0.036
2025-01-01 00:12:00,bedroom,motion,0.0
2025-01-01 00:12:00,kitchen,temperature,16.92
2025-01-01 00:12:00,kitchen,light,0.07
2025-01-01 00:12:00,kitchen,motion,0.0
2025-01-01 00:13:00,living_room,temperature,16.03
2025-01-01 00:13:00,living_room,light,0.12
2025-01-01 00:13:00,living_room,motion,0.0
2025-01-01 00:13:00,bedroom,temperature,15.05
2025-01-01 00:13:00,bedroom,light,0.049
2025-01-01 00:13:00,bedroom,motion,0.0
2025-01-01 00:13:00,kitchen,temperature,17.06
2025-01-01 00:13:00,kitchen,light,0.028
2025-01-01 00:13:00,kitchen,motion,0.0
2025-01-01 00:14:00,living_room,temperature,16.41
2025-01-01 00:14:00,living_room,light,0.065
2025-01-01 00:14:00,living_room,motion,0.0
2025-01-01 00:14:00,bedroom,temperature,16.18
2025-01-01 00:14:00,bedroom,light,0.05
2025-01-01 00:14:00,bedroom,motion,0.0
2025-01-01 00:14:00,kitchen,temperature,17.58
2025-01-01 00:14:00,kitchen,light,0.088
2025-01-01 00:14:00,kitchen,motion,0.0
2025-01-01 00:15:00,living_room,temperature,16.11
2025-01-01 00:15:00,living_room,light,0.119
2025-01-01 00:15:00,living_room,motion,0.0
2025-01-01 00:15:00,bedroom,temperature,16.3
2025-01-01 00:15:00,bedroom,light,0.16
2025-01-01 00:15:00,bedroom,motion,0.0
2025-01-01 00:15:00,kitchen,temperature,16.76
2025-01-01 00:15:00,kitchen,light,0.096
2025-01-01 00:15:00,kitchen,motion,0.0
2025-01-01 00:16:00,living_room,temperature,16.56
2025-01-01 00:16:00,living_room,light,0.025
2025-01-01 00:16:00,living_room,motion,0.0
2025-01-01 00:16:00,bedroom,temperature,16.01
2025-01-01 00:16:00,bedroom,light,0.032
2025-01-01 00:16:00,bedroom,motion,0.0
2025-01-01 00:16:00,kitchen,temperature,16.48
2025-01-01 00:16:00,kitchen,light,0.074
2025-01-01 00:16:00,kitchen,motion,0.0
2025-01-01 00:17:00,living_room,temperature,16.82
2025-01-01 00:17:00,living_room,light,0.042
2025-01-01 00:17:00,living_room,motion,0.0
2025-01-01 00:17:00,bedroom,temperature,15.62
2025-01-01 00:17:00,bedroom,light,0.034
2025-01-01 00:17:00,bedroom,motion,0.0
2025-01-01 00:17:00,kitchen,temperature,16.83
2025-01-01 00:17:00,kitchen,light,0.078
2025-01-01 00:17:00,kitchen,motion,0.0
2025-01-01 00:18:00,living_room,temperature,16.63
2025-01-01 00:18:00,living_room,light,0.115
2025-01-01 00:18:00,living_room,motion,0.0
2025-01-01 00:18:00,bedroom,temperature,15.85
2025-01-01 00:18:00,bedroom,light,0.04
2025-01-01 00:18:00,bedroom,motion,0.0
2025-01-01 00:18:00,kitchen,temperature,17.14
2025-01-01 00:18:00,kitchen,light,0.089
2025-01-01 00:18:00,kitchen,motion,0.0
2025-01-01 00:19:00,living_room,temperature,17.16
2025-01-01 00:19:00,living_room,light,0.007
2025-01-01 00:19:00,living_room,motion,0.0
2025-01-01 00:19:00,bedroom,temperature,16.14
2025-01-01 00:19:00,bedroom,light,0.067
2025-01-01 00:19:00,bedroom,motion,0.0
2025-01-01 00:19:00,kitchen,temperature,17.13
2025-01-01 00:19:00,kitchen,light,0.092
2025-01-01 00:19:00,kitchen,motion,0.0
2025-01-01 00:20:00,living_room,temperature,16.66
2025-01-01 00:20:00,living_room,light,0.014
2025-01-01 00:20:00,living_room,motion,0.0
2025-01-01 00:20:00,bedroom,temperature,16.1
2025-01-01 00:20:00,bedroom,light,0.0
2025-01-01 00:20:00,bedroom,motion,0.0
2025-01-01 00:20:00,kitchen,temperature,16.42
2025-01-01 00:20:00,kitchen,light,0.083
2025-01-01 00:20:00,kitchen,motion,0.0
2025-01-01 00:21:00,living_room,temperature,16.14
2025-01-01 00:21:00,living_room,light,0.0
2025-01-01 00:21:00,living_room,motion,0.0
2025-01-01 00:21:00,bedroom,temperature,16.5
2025-01-01 00:21:00,bedroom,light,0.071
2025-01-01 00:21:00,bedroom,motion,0.0
2025-01-01 00:21:00,kitchen,temperature,16.58
2025-01-01 00:21:00,kitchen,light,0.057
2025-01-01 00:21:00,kitchen,motion,0.0
2025-01-01 00:22:00,living_room,temperature,16.07
2025-01-01 00:22:00,living_room,light,0.009
2025-01-01 00:22:00,living_room,motion,0.0
2025-01-01 00:22:00,bedroom,temperature,16.46
2025-01-01 00:22:00,bedroom,light,0.038
2025-01-01 00:22:00,bedroom,motion,0.0
2025-01-01 00:22:00,kitchen,temperature,17.02
2025-01-01 00:22:00,kitchen,light,0.123
2025-01-01 00:22:00,kitchen,motion,0.0
2025-01-01 00:23:00,living_room,temperature,15.82
2025-01-01 00:23:00,living_room,light,0.048
2025-01-01 00:23:00,living_room,motion,0.0
2025-01-01 00:23:00,bedroom,temperature,15.48
2025-01-01 00:23:00,bedroom,light,0.074
2025-01-01 00:23:00,bedroom,motion,0.0
2025-01-01 00:23:00,kitchen,temperature,16.96
2025-01-01 00:23:00,kitchen,light,0.087
2025-01-01 00:23:00,kitchen,motion,0.0
2025-01-01 00:24:00,living_room,temperature,16.1
2025-01-01 00:24:00,living_room,light,0.0
2025-01-01 00:24:00,living_room,motion,0.0
2025-01-01 00:24:00,bedroom,temperature,15.56
2025-01-01 00:24:00,bedroom,light,0.024
2025-01-01 00:24:00,bedroom,motion,0.0
2025-01-01 00:24:00,kitchen,temperature,17.11
2025-01-01 00:24:00,kitchen,light,0.069
2025-01-01 00:24:00,kitchen,motion,0.0
2025-01-01 00:25:00,living_room,temperature,16.64
2025-01-01 00:25:00,living_room,light,0.01
2025-01-01 00:25:00,living_room,motion,0.0
2025-01-01 00:25:00,bedroom,temperature,16.05
2025-01-01 00:25:00,bedroom,light,0.0
2025-01-01 00:25:00,bedroom,motion,0.0
2025-01-01 00:25:00,kitchen,temperature,17.46
2025-01-01 00:25:00,kitchen,light,0.103
2025-01-01 00:25:00,kitchen,motion,0.0
2025-01-01 00:26:00,living_room,temperature,15.84
2025-01-01 00:26:00,living_room,light,0.003
2025-01-01 00:26:00,living_room,motion,0.0
2025-01-01 00:26:00,bedroom,temperature,16.18
2025-01-01 00:26:00,bedroom,light,0.063
2025-01-01 00:26:00,bedroom,motion,0.0
2025-01-01 00:26:00,kitchen,temperature,17.28
2025-01-01 00:26:00,kitchen,light,0.243
2025-01-01 00:26:00,kitchen,motion,0.0
2025-01-01 00:27:00,living_room,temperature,17.19
2025-01-01 00:27:00,living_room,light,0.099
2025-01-01 00:27:00,living_room,motion,0.0
2025-01-01 00:27:00,bedroom,temperature,15.87
2025-01-01 00:27:00,bedroom,light,0.088
2025-01-01 00:27:00,bedroom,motion,0.0
2025-01-01 00:27:00,kitchen,temperature,17.11
2025-01-01 00:27:00,kitchen,light,0.007
2025-01-01 00:27:00,kitchen,motion,0.0
2025-01-01 00:28:00,living_room,temperature,17.69
2025-01-01 00:28:00,living_room,light,0.0
2025-01-01 00:28:00,living_room,motion,0.0
2025-01-01 00:28:00,bedroom,temperature,15.82
2025-01-01 00:28:00,bedroom,light,0.054
2025-01-01 00:28:00,bedroom,motion,0.0
2025-01-01 00:28:00,kitchen,temperature,16.79
2025-01-01 00:28:00,kitchen,light,0.104
2025-01-01 00:28:00,kitchen,motion,0.0
2025-01-01 00:29:00,living_room,temperature,17.31
2025-01-01 00:29:00,living_room,light,0.056
2025-01-01 00:29:00,living_room,motion,0.0
2025-01-01 00:29:00,bedroom,temperature,15.67
2025-01-01 00:29:00,bedroom,light,0.061
2025-01-01 00:29:00,bedroom,motion,0.0
2025-01-01 00:29:00,kitchen,temperature,18.23
2025-01-01 00:29:00,kitchen,light,0.142
2025-01-01 00:29:00,kitchen,motion,0.0
2025-01-01 00:30:00,living_room,temperature,15.52
2025-01-01 00:30:00,living_room,light,0.059
2025-01-01 00:30:00,living_room,motion,0.0
2025-01-01 00:30:00,bedroom,temperature,15.81
2025-01-01 00:30:00,bedroom,light,0.0
2025-01-01 00:30:00,bedroom,motion,0.0
2025-01-01 00:30:00,kitchen,temperature,17.29
2025-01-01 00:30:00,kitchen,light,0.093
2025-01-01 00:30:00,kitchen,motion,0.0
2025-01-01 00:31:00,living_room,temperature,16.37
2025-01-01 00:31:00,living_room,light,0.034
2025-01-01 00:31:00,living_room,motion,0.0
2025-01-01 00:31:00,bedroom,temperature,16.92
2025-01-01 00:31:00,bedroom,light,0.07
2025-01-01 00:31:00,bedroom,motion,0.0
2025-01-01 00:31:00,kitchen,temperature,17.23
2025-01-01 00:31:00,kitchen,light,0.133
2025-01-01 00:31:00,kitchen,motion,0.0
2025-01-01 00:32:00,living_room,temperature,15.78
2025-01-01 00:32:00,living_room,light,0.026
2025-01-01 00:32:00,living_room,motion,0.0
2025-01-01 00:32:00,bedroom,temperature,15.92
2025-01-01 00:32:00,bedroom,light,0.144
2025-01-01 00:32:00,bedroom,motion,0.0
2025-01-01 00:32:00,kitchen,temperature,15.42
2025-01-01 00:32:00,kitchen,light,0.0
2025-01-01 00:32:00,kitchen,motion,0.0
2025-01-01 00:33:00,living_room,temperature,15.54
2025-01-01 00:33:00,living_room,light,0.0
2025-01-01 00:33:00,living_room,motion,0.0
2025-01-01 00:33:00,bedroom,temperature,15.82
2025-01-01 00:33:00,bedroom,light,0.057
2025-01-01 00:33:00,bedroom,motion,0.0
2025-01-01 00:33:00,kitchen,temperature,17.07
2025-01-01 00:33:00,kitchen,light,0.167
2025-01-01 00:33:00,kitchen,motion,0.0
2025-01-01 00:34:00,living_room,temperature,16.05
2025-01-01 00:34:00,living_room,light,0.073
2025-01-01 00:34:00,living_room,motion,0.0
2025-01-01 00:34:00,bedroom,temperature,15.94
2025-01-01 00:34:00,bedroom,light,0.053
2025-01-01 00:34:00,bedroom,motion,0.0
2025-01-01 00:34:00,kitchen,temperature,17.1
2025-01-01 00:34:00,kitchen,light,0.083
2025-01-01 00:34:00,kitchen,motion,0.0
2025-01-01 00:35:00,living_room,temperature,16.24
2025-01-01 00:35:00,living_room,light,0.156
2025-01-01 00:35:00,living_room,motion,0.0
2025-01-01 00:35:00,bedroom,temperature,15.97
2025-01-01 00:35:00,bedroom,light,0.079
2025-01-01 00:35:00,bedroom,motion,0.0
2025-01-01 00:35:00,kitchen,temperature,16.8
2025-01-01 00:35:00,kitchen,light,0.06
2025-01-01 00:35:00,kitchen,motion,0.0
2025-01-01 00:36:00,living_room,temperature,16.25
2025-01-01 00:36:00,living_room,light,0.092
2025-01-01 00:36:00,living_room,motion,0.0
2025-01-01 00:36:00,bedroom,temperature,16.53
2025-01-01 00:36:00,bedroom,light,0.123
2025-01-01 00:36:00,bedroom,motion,0.0
2025-01-01 00:36:00,kitchen,temperature,17.46
2025-01-01 00:36:00,kitchen,light,0.081
2025-01-01 00:36:00,kitchen,motion,0.0
2025-01-01 00:37:00,living_room,temperature,16.83
2025-01-01 00:37:00,living_room,light,0.014
2025-01-01 00:37:00,living_room,motion,0.0
2025-01-01 00:37:00,bedroom,temperature,16.04
2025-01-01 00:37:00,bedroom,light,0.056
2025-01-01 00:37:00,bedroom,motion,0.0
2025-01-01 00:37:00,kitchen,temperature,16.72
2025-01-01 00:37:00,kitchen,light,0.108
2025-01-01 00:37:00,kitchen,motion,0.0
2025-01-01 00:38:00,living_room,temperature,16.45
2025-01-01 00:38:00,living_room,light,0.105
2025-01-01 00:38:00,living_room,motion,0.0
2025-01-01 00:38:00,bedroom,temperature,15.85
2025-01-01 00:38:00,bedroom,light,0.063
2025-01-01 00:38:00,bedroom,motion,0.0
2025-01-01 00:38:00,kitchen,temperature,17.71
2025-01-01 00:38:00,kitchen,light,0.051
2025-01-01 00:38:00,kitchen,motion,0.0
2025-01-01 00:39:00,living_room,temperature,16.44
2025-01-01 00:39:00,living_room,light,0.093
2025-01-01 00:39:00,living_room,motion,0.0
2025-01-01 00:39:00,bedroom,temperature,16.22
2025-01-01 00:39:00,bedroom,light,0.043
2025-01-01 00:39:00,bedroom,motion,0.0
2025-01-01 00:39:00,kitchen,temperature,18.01
2025-01-01 00:39:00,kitchen,light,0.103
2025-01-01 00:39:00,kitchen,motion,0.0
2025-01-01 00:40:00,living_room,temperature,16.06
2025-01-01 00:40:00,living_room,light,0.0
2025-01-01 00:40:00,living_room,motion,0.0
2025-01-01 00:40:00,bedroom,temperature,16.45
2025-01-01 00:40:00,bedroom,light,0.083
2025-01-01 00:40:00,bedroom,motion,0.0
2025-01-01 00:40:00,kitchen,temperature,17.05
2025-01-01 00:40:00,kitchen,light,0.005
2025-01-01 00:40:00,kitchen,motion,0.0
2025-01-01 00:41:00,living_room,temperature,15.52
2025-01-01 00:41:00,living_room,light,0.139
2025-01-01 00:41:00,living_room,motion,0.0
2025-01-01 00:41:00,bedroom,temperature,15.65
2025-01-01 00:41:00,bedroom,light,0.034
2025-01-01 00:41:00,bedroom,motion,0.0
2025-01-01 00:41:00,kitchen,temperature,17.37
2025-01-01 00:41:00,kitchen,light,0.118
2025-01-01 00:41:00,kitchen,motion,0.0
2025-01-01 00:42:00,living_room,temperature,16.69
2025-01-01 00:42:00,living_room,light,0.025
2025-01-01 00:42:00,living_room,motion,0.0
2025-01-01 00:42:00,bedroom,temperature,16.35
2025-01-01 00:42:00,bedroom,light,0.094
2025-01-01 00:42:00,bedroom,motion,0.0
2025-01-01 00:42:00,kitchen,temperature,16.34
2025-01-01 00:42:00,kitchen,light,0.0
2025-01-01 00:42:00,kitchen,motion,0.0
2025-01-01 00:43:00,living_room,temperature,16.24
2025-01-01 00:43:00,living_room,light,0.118
2025-01-01 00:43:00,living_room,motion,0.0
2025-01-01 00:43:00,bedroom,temperature,16.23
2025-01-01 00:43:00,bedroom,light,0.124
2025-01-01 00:43:00,bedroom,motion,0.0
2025-01-01 00:43:00,kitchen,temperature,16.92
2025-01-01 00:43:00,kitchen,light,0.05
2025-01-01 00:43:00,kitchen,motion,0.0
2025-01-01 00:44:00,living_room,temperature,16.73
2025-01-01 00:44:00,living_room,light,0.009
2025-01-01 00:44:00,living_room,motion,0.0
2025-01-01 00:44:00,bedroom,temperature,16.32
2025-01-01 00:44:00,bedroom,light,0.054
2025-01-01 00:44:00,bedroom,motion,0.0
2025-01-01 00:44:00,kitchen,temperature,17.42
2025-01-01 00:44:00,kitchen,light,0.03
2025-01-01 00:44:00,kitchen,motion,0.0
2025-01-01 00:45:00,living_room,temperature,16.61
2025-01-01 00:45:00,living_room,light,0.099
2025-01-01 00:45:00,living_room,motion,0.0
2025-01-01 00:45:00,bedroom,temperature,16.13
2025-01-01 00:45:00,bedroom,light,0.011
2025-01-01 00:45:00,bedroom,motion,0.0
2025-01-01 00:45:00,kitchen,temperature,18.21
2025-01-01 00:45:00,kitchen,light,0.07
2025-01-01 00:45:00,kitchen,motion,0.0
2025-01-01 00:46:00,living_room,temperature,17.66
2025-01-01 00:46:00,living_room,light,0.012
2025-01-01 00:46:00,living_room,motion,0.0
2025-01-01 00:46:00,bedroom,temperature,16.02
2025-01-01 00:46:00,bedroom,light,0.099
2025-01-01 00:46:00,bedroom,motion,0.0
2025-01-01 00:46:00,kitchen,temperature,16.66
2025-01-01 00:46:00,kitchen,light,0.02
2025-01-01 00:46:00,kitchen,motion,0.0
2025-01-01 00:47:00,living_room,temperature,17.1
2025-01-01 00:47:00,living_room,light,0.0
2025-01-01 00:47:00,living_room,motion,0.0
2025-01-01 00:47:00,bedroom,temperature,16.25
2025-01-01 00:47:00,bedroom,light,0.144
2025-01-01 00:47:00,bedroom,motion,0.0
2025-01-01 00:47:00,kitchen,temperature,17.37
2025-01-01 00:47:00,kitchen,light,0.099
2025-01-01 00:47:00,kitchen,motion,0.0
2025-01-01 00:48:00,living_room,temperature,15.93
2025-01-01 00:48:00,living_room,light,0.142
2025-01-01 00:48:00,living_room,motion,0.0
2025-01-01 00:48:00,bedroom,temperature,16.05
2025-01-01 00:48:00,bedroom,light,0.036
2025-01-01 00:48:00,bedroom,motion,0.0
2025-01-01 00:48:00,kitchen,temperature,16.23
2025-01-01 00:48:00,kitchen,light,0.118
2025-01-01 00:48:00,kitchen,motion,0.0
2025-01-01 00:49:00,living_room,temperature,16.73
2025-01-01 00:49:00,living_room,light,0.064
2025-01-01 00:49:00,living_room,motion,0.0
2025-01-01 00:49:00,bedroom,temperature,15.29
2025-01-01 00:49:00,bedroom,light,0.02
2025-01-01 00:49:00,bedroom,motion,0.0
2025-01-01 00:49:00,kitchen,temperature,17.22
2025-01-01 00:49:00,kitchen,light,0.065
2025-01-01 00:49:00,kitchen,motion,0.0
2025-01-01 00:50:00,living_room,temperature,16.6
2025-01-01 00:50:00,living_room,light,0.052
2025-01-01 00:50:00,living_room,motion,0.0
2025-01-01 00:50:00,bedroom,temperature,15.94
2025-01-01 00:50:00,bedroom,light,0.0
2025-01-01 00:50:00,bedroom,motion,0.0
2025-01-01 00:50:00,kitchen,temperature,17.15
2025-01-01 00:50:00,kitchen,light,0.076
2025-01-01 00:50:00,kitchen,motion,0.0
2025-01-01 00:51:00,living_room,temperature,17.13
2025-01-01 00:51:00,living_room,light,0.127
2025-01-01 00:51:00,living_room,motion,0.0
2025-01-01 00:51:00,bedroom,temperature,16.26
2025-01-01 00:51:00,bedroom,light,0.013
2025-01-01 00:51:00,bedroom,motion,0.0
2025-01-01 00:51:00,kitchen,temperature,17.16
2025-01-01 00:51:00,kitchen,light,0.128
2025-01-01 00:51:00,kitchen,motion,0.0
2025-01-01 00:52:00,living_room,temperature,17.63
2025-01-01 00:52:00,living_room,light,0.138
2025-01-01 00:52:00,living_room,motion,0.0
2025-01-01 00:52:00,bedroom,temperature,15.59
2025-01-01 00:52:00,bedroom,light,0.037
2025-01-01 00:52:00,bedroom,motion,0.0
2025-01-01 00:52:00,kitchen,temperature,17.43
2025-01-01 00:52:00,kitchen,light,0.118
2025-01-01 00:52:00,kitchen,motion,0.0
2025-01-01 00:53:00,living_room,temperature,16.39
2025-01-01 00:53:00,living_room,light,0.033
2025-01-01 00:53:00,living_room,motion,0.0
2025-01-01 00:53:00,bedroom,temperature,16.64
2025-01-01 00:53:00,bedroom,light,0.0
2025-01-01 00:53:00,bedroom,motion,0.0
2025-01-01 00:53:00,kitchen,temperature,17.55
2025-01-01 00:53:00,kitchen,light,0.043
2025-01-01 00:53:00,kitchen,motion,0.0
2025-01-01 00:54:00,living_room,temperature,17.36
2025-01-01 00:54:00,living_room,light,0.054
2025-01-01 00:54:00,living_room,motion,0.0
2025-01-01 00:54:00,bedroom,temperature,16.6
2025-01-01 00:54:00,bedroom,light,0.067
2025-01-01 00:54:00,bedroom,motion,0.0
2025-01-01 00:54:00,kitchen,temperature,16.26
2025-01-01 00:54:00,kitchen,light,0.047
2025-01-01 00:54:00,kitchen,motion,0.0
2025-01-01 00:55:00,living_room,temperature,16.61
2025-01-01 00:55:00,living_room,light,0.07
2025-01-01 00:55:00,living_room,motion,0.0
2025-01-01 00:55:00,bedroom,temperature,15.46
2025-01-01 00:55:00,bedroom,light,0.083
2025-01-01 00:55:00,bedroom,motion,0.0
2025-01-01 00:55:00,kitchen,temperature,16.56
2025-01-01 00:55:00,kitchen,light,0.074
2025-01-01 00:55:00,kitchen,motion,0.0
2025-01-01 00:56:00,living_room,temperature,16.59
2025-01-01 00:56:00,living_room,light,0.098
2025-01-01 00:56:00,living_room,motion,0.0
2025-01-01 00:56:00,bedroom,temperature,15.9
2025-01-01 00:56:00,bedroom,light,0.026
2025-01-01 00:56:00,bedroom,motion,0.0
2025-01-01 00:56:00,kitchen,temperature,16.85
2025-01-01 00:56:00,kitchen,light,0.01
2025-01-01 00:56:00,kitchen,motion,0.0
2025-01-01 00:57:00,living_room,temperature,15.91
2025-01-01 00:57:00,living_room,light,0.04
2025-01-01 00:57:00,living_room,motion,0.0
2025-01-01 00:57:00,bedroom,temperature,17.11
2025-01-01 00:57:00,bedroom,light,0.052
2025-01-01 00:57:00,bedroom,motion,0.0
2025-01-01 00:57:00,kitchen,temperature,17.38
2025-01-01 00:57:00,kitchen,light,0.11
2025-01-01 00:57:00,kitchen,motion,0.0
2025-01-01 00:58:00,living_room,temperature,16.57
2025-01-01 00:58:00,living_room,light,0.039
2025-01-01 00:58:00,living_room,motion,0.0
2025-01-01 00:58:00,bedroom,temperature,15.76
2025-01-01 00:58:00,bedroom,light,0.079
2025-01-01 00:58:00,bedroom,motion,0.0
2025-01-01 00:58:00,kitchen,temperature,16.99
2025-01-01 00:58:00,kitchen,light,0.0
2025-01-01 00:58:00,kitchen,motion,0.0
2025-01-01 00:59:00,living_room,temperature,16.32
2025-01-01 00:59:00,living_room,light,0.0
2025-01-01 00:59:00,living_room,motion,0.0
2025-01-01 00:59:00,bedroom,temperature,16.42
2025-01-01 00:59:00,bedroom,light,0.066
2025-01-01 00:59:00,bedroom,motion,0.0
2025-01-01 00:59:00,kitchen,temperature,16.65
2025-01-01 00:59:00,kitchen,light,0.054
2025-01-01 00:59:00,kitchen,motion,0.0
2025-01-01 01:00:00,living_room,temperature,15.83
2025-01-01 01:00:00,living_room,light,0.06
2025-01-01 01:00:00,living_room,motion,0.0
2025-01-01 01:00:00,bedroom,temperature,16.04
2025-01-01 01:00:00,bedroom,light,0.048
2025-01-01 01:00:00,bedroom,motion,0.0
2025-01-01 01:00:00,kitchen,temperature,16.81
2025-01-01 01:00:00,kitchen,light,0.0
2025-01-01 01:00:00,kitchen,motion,0.0
2025-01-01 01:01:00,living_room,temperature,16.75
2025-01-01 01:01:00,living_room,light,0.096
2025-01-01 01:01:00,living_room,motion,0.0
2025-01-01 01:01:00,bedroom,temperature,16.14
2025-01-01 01:01:00,bedroom,light,0.124
2025-01-01 01:01:00,bedroom,motion,0.0
2025-01-01 01:01:00,kitchen,temperature,18.33
2025-01-01 01:01:00,kitchen,light,0.101
2025-01-01 01:01:00,kitchen,motion,0.0
2025-01-01 01:02:00,living_room,temperature,16.13
2025-01-01 01:02:00,living_room,light,0.04
2025-01-01 01:02:00,living_room,motion,0.0
2025-01-01 01:02:00,bedroom,temperature,16.84
2025-01-01 01:02:00,bedroom,light,0.0
2025-01-01 01:02:00,bedroom,motion,0.0
2025-01-01 01:02:00,kitchen,temperature,16.45
2025-01-01 01:02:00,kitchen,light,0.078
